question,answer,intent
11월 위드코로나 안녕하세요. 11월 위드코로나로 질문합니다. 11월 위드코로나 11월 1일부터 바로 시작되는건가요? 정확한 시기가 언제인가요? 11월 위드코로나되면 마스크안써도되나요? 초안도 궁금합니다.,"네 딱 11.1일부터 입니다 위드코로나 11월 1일부터 시행됩니다. 위드코로나는 일상회복 6주 간격으로 위드코로나 3단계에 걸쳐 시행된다. 확진자, 미접종자 제한 인원(현재 수도권의 경우 4명까지 제한)은 1∼2명 축소운영 됩니다. 위드코로나 + 백신패스 관련 안내는 하단 링크를 참고하세요 <>  2021.10.26.",
"코로나 백신 접종 예약번호 제가 코로나 백신 접종예약번호 확인하려면 어떻게 해야 하나요? 이번에 코로나 백신 접종예약했는데, 예약번호가 있어야 조회나 취소 등이 가능하더라고요, 문자로 왔던 것 같은데 제가 코로나 백신 접종예약번호를 모르고 지워버렸네요 ㅠ 카톡으로도 확인이 안되던데, 확인 방법 좀 알려주세요!","질문 코로나 백신 접종 예약번호 제가 코로나 백신 접종예약번호 확인하려면 어떻게 해야 하나요? 이번에 코로나, 문자로 왔던 것 같은데 제가 코로나 백신 접종예약번호를 모르고 지워버렸네요 ㅠ, ▶ 코로나 백신 잡정 예약번호 확인하시려면, COOV 앱을 통하여 쉽게 가능합니다. 아래 COOV앱,  2021.11.07.",
뮤지컬 위드 코로나 2022년 1월에 뮤지컬을 보러 가기로 했는데 뮤지컬도 백신을 맞아야만 들어갈 수 있는 건가요? 제가 듣기론 위드 코로나가 코로나 완치자와 19세 미만 청소년 등에게는 해당사항이 없는 걸로 알고 있는데 확실하게 알고 싶어서요,2022년 1월에 뮤지컬을 보러 가기로 했는데 뮤지컬도 백신을 맞아야만 들어갈 수 있는 건가요? 제가 듣기론 위드 코로나가 코로나 완치자와 19세 미만 청소년 등에게는 해당사항이 없는 걸로 알고 있는데 확실하게 알고 싶어서요 = 뮤지컬도 적용입니다 그리고 만18세 이하는 예외에요 [출처] <>  2021.11.09.,
"코로나 자가격리 지원금 질문 코로나 자가격리 지원금이 두가지인가요? 코로나 입원/격리자 유급휴가비용 코로나 입원/격리자 생활지원비 저도 이번에 자가격리 들어갔는데, 저는 코로나 입원/격리자 생활지원비 이거 신청할려구요 유급휴가비용은 어떤경우 인가요? 저는 회사에서 자가격리라고하니깐 재택근무로 빠지던데"," 질문자님이 궁금해하는 유급휴가비용과 생활지원비에 대한 내용은 *유급휴가비용 지원-코로나 자가격리를 하는 직원에게 유급휴가를 제공한, 아래의 글에는 이 내용과 함께 자세한 설명 정확한 지원금 금액과 코로나 자가격리 지원금 수급자격 기준이 첨부되어 있으므로 참고하시면,  2021.07.23.",
"위드코로나관련! 위드코로나 11월1일부터 어디어디를 갈때 코로나검사를 해야하는지 궁금합니다. 고용센터도 코로나 검사받고 들어가야하나요?,, 그 이외 자세히 어디가 지금 적용되는지 알려주세요!","위드코로나 11월 1일부터 시행됩니다. 위드코로나는 일상회복 6주 간격으로 위드코로나 3단계에 걸쳐 시행된다. 확진자 폭증 등 돌발 변수가, 미접종자 제한 인원(현재 수도권의 경우 4명까지 제한)은 1∼2명 축소운영 됩니다. 위드코로나 + 백신패스 관련 안내는 하단 링크를 참고하세요 <>  2021.10.29.",
코로나 검사에 관하여 코로나 위험지역에 갔다가 바로 검사했을때 그 결과를 믿어도 되나요? 예를 들어 코로나에 감염되고 몇 시간 뒤에 검사해도 확진판정이 나올수있나요? 또 코로나 감염이 우려되는 곳에 갔다 와서 몇시간 이내로 바로 검사해도 코로나 확진을 받을수있나요?,코로나는 바로 나타날 수 도 있고 2주후 나타날 수 도 있네요 참고되시기바랍니다.  2021.08.04.,
"코로나 증상 월요일 아침부터 목이 부어있었고 월요일에 학교 다녀오고 밤에 선생님께서 다른반에서 코로나 확진자가 나와서 검사를 받고 왔는데 지금까지, 나니 콧물도 나고 가래도 끼고 두통이 있습니다. 열은 아침이랑 동일하게 36.7 도 예요. 이거 코로나 증상인가요? 코로나 음성, 양성 문자는 언제 오나요?"," 실제 코로나 증상 대상자를 자료화한 안내로 코로나 증상 가장 정확한 안내 드립니다 음, 님은 코로나 증상은 아닌듯 합니다, 네 요즘 환절기로 인한 감기증상 또는 체함 증상이 더 가깝네요 다만 현재 증상이 심하시면 코로나 초기증상 목록 체크 확인후 병원 / 코로나,  2021.10.27.",
"코로나 아니겠죠.. , 그리고 진짜 가끔씩 기침도 나는데 왜 그러는걸까요, 목감기 걸렸을때부터 열 쟀을때는 37.1~37.2 나왔구요 오늘은 갑자기 37.6이네요.. 일요일에 저희 학교 전교생 다 선제검사로 코로나 검사 하기로 했는데 제가 내일은 코로나 검사를 못하거든여.. 코로나는 아니겠죠..?"," 없다면 코로나 증상은 아니니 너무 걱정하지 않으셔도 됩니다, 싶네요 코로나 증상은 폐렴증상입니다 .요즘은 일반감기 몸살도 유행을, 코로나증상은 기침이 심하게 나옵니다. . 코로나 증상의 경우에는 엄청난, 말씀하신 증상은 코로나 증상과는 거리가 있습니다 너무 걱정하지마시고,  3일 전",
"코로나 증상인가요? , 5도 정도로 계속 열이 나구요.. 코로나 검사를 해보고 싶은데 맞으면 입원해야하고 필리핀에서 코로나로 입원하면 병원비가 너무 비싸서 이러지도 저러지도 못하고 있어요… 코로나 증상이 맞나요..? 아니면 단순 몸살 감기 일까요? 아 저는 한달전 백신 2차 모더나로 접종을 끝낸상태입니다."," 실제 코로나 증상 대상자를 자료화한 안내로 코로나 증상 가장 정확한 안내 드립니다 음, 님은 코로나 증상은 아닌듯 합니다 요즘 환절기로 인한, 심하시면 코로나 초기증상 목록 체크 확인후 병원 / 코로나 검사 진료소 내방 권장 드립니다. 가장 정확한 코로나 초기증상 [참고자료] (두통,  2021.10.22.",
위드코로나 노래방 안녕하세요 11월부터 시행되는 위드코로나때 백신 1차 맞았는데 코로나 검사해서 음성증명서가 있으면 새벅까지 시설 이용이 가능한가요?,"네 노래방 이용제한 해제 에요 위드코로나 11월 1일부터 시행됩니다. 위드코로나는 일상회복 6주 간격으로 위드코로나 3단계에 걸쳐 시행된다,. 미접종자 제한 인원(현재 수도권의 경우 4명까지 제한)은 1∼2명 축소운영 됩니다. 위드코로나 + 백신패스 관련 안내는 하단 링크를 참고하세요 <>  2021.10.30.",
저 코로나 인가요..? 모양은 아래처럼 생겼고 체온을 잴때마다 체온이 달라지고 거의 37도 이상 37.5도 미만으로 나오는데 학교 같은반에 코로나가 있어서 자가격리 중이거든요 ㅠㅠ 너무 불안해요 36도 나올때도 있고 손목재니까 35.6나오고요 ㅠㅠㅠ 저 코로나 일까요..? 아무증상 없이 열만 나는 코로나 있나요..?," 없다면 코로나 증상은 아니니 너무 걱정하지 않으셔도 됩니다, 싶네요 코로나 증상은 폐렴증상입니다 .요즘은 일반감기 몸살도 유행을, 코로나증상은 기침이 심하게 나옵니다. . 코로나 증상의 경우에는 엄청난, 말씀하신 증상은 코로나 증상과는 거리가 있습니다 너무 걱정하지마시고,  4일 전",
위드코로나 질문 위드 코로나 오늘 발표한다는데 뭐라고 발표했나요? 위드 코로나 확정인가요?,"네 확정입니다 위드코로나 11월 1일부터 시행됩니다. 위드코로나는 일상회복 6주 간격으로 위드코로나 3단계에 걸쳐 시행된다. 확진자 폭증 등, 미접종자 제한 인원(현재 수도권의 경우 4명까지 제한)은 1∼2명 축소운영 됩니다. 위드코로나 + 백신패스 관련 안내는 하단 링크를 참고하세요 <>  2021.10.29.",
"코로나 의심증상 삶이 무기력해지고 좀 힘이빠지는데 혹시 코로나 의심증상인가요? 열,기침은 없고 두통도 없는데 설사는 있어요 코로나 일까요..?","시국이 시국인 만큼 코로나 검사 한번 받아보셔요 ㅜㅜ 보건소에서 검사를 받는게 정확하겠지만 상황이 안되신다면 코로나 자가진단 키트라도 꼭 해보세요 질문자님 건강도 중요하지만 내 가족과 친구 지인들을 위해서 검사를 하는건 중요한거 같아요 이제 진짜 4차 대유행이 시작되는거 아닌가,  2021.07.19.",
"코로나 예방접종 예약번호 제가 코로나 예방접종 예약번호를 잃어버려서 조회를 못하고 있는데요, 어떻게 하면 코로나 예방접종 예약번호 조회 할 수 있나요? 지금 아무것도 못하고 있네요 ㅠ 코로나 예방접종 예약번호 확인 방법 좀 알려주세요.","질문 코로나 예방접종 예약번호 제가 코로나 예방접종 예약번호를 잃어버려서 조회를 못하고 있는데요, 어떻게 하면 코로나 예방접종 예약번호 조회 할 수 있나요? 지금 아무것도 못하고 있네요 ㅠ 코로나 예방접종 예약번호 확인 방법 좀 알려주세요. ▶ 코로나 백신 예약번호,  2021.11.04.",
코로나 증상 목 넘어가는 쪽이 아픈데 코로나 증상에 있나요? 검사를 받을까 말까 고민중입니다," 실제 코로나 증상 대상자를 자료화한 안내로 코로나 증상 가장 정확한 안내 드립니다 음, 님은 코로나 증상은 아닌듯 합니다, 네 요즘 환절기로 인한 감기증상 또는 체함 증상이 더 가깝네요 다만 현재 증상이 심하시면 코로나 초기증상 목록 체크 확인후 병원 / 코로나,  2021.11.09.",
"코로나 미각상실 같은반에 코로나 확진자가 나오고 바로 검사를 받고 다음 날 음성판정을 받았습니다 근데 다음날부터 코 막힘 목감기등이 발생하고 다음날부터, 아예 안느껴집니다 밥을 먹는데 아무맛도 안느껴지고 혹시몰라 식초도 약 5분의1컵을 마셨는데 혓바닥만 따갑고 아무렇지 않았습니다 코로나일까요?..",네 코로나일 가능성이 큽니다ㅜㅜ 보통 일반 감기는 후각 미각 상실이 없어요 코로나 걸리면 후각 미각 상실 옵니다 검사 다시한번 해보셔야될 것 같네요~ㅜㅜ  2021.11.17.,
"위드코로나 질문 안녕하세요 담주부터 위드코로나 한다고 들었어요 초안도 찾아봤구요 현재 수도권에서 살고있구요 4단계인데, 위드코로나가 되면 식당은 24시간, 코로나 관련된 사이트 광고하시거나 링크 딸랑 복붙해서 올리시는건 좋은데, 제발 질문에 답변 좀 신경쓰시고 올려주세요,!! ㅜㅜ 광고만","일반주점 술집도 24시간 입니다 한다면요 위드코로나 11월 1일부터 시행됩니다. 위드코로나는 일상회복 6주 간격으로 위드코로나 3단계에 걸쳐, 미접종자 제한 인원(현재 수도권의 경우 4명까지 제한)은 1∼2명 축소운영 됩니다. 위드코로나 + 백신패스 관련 안내는 하단 링크를 참고하세요 <>  2021.10.28.",
"코로나 증상인가요 , 이거 코로나 인가요 제가 지금 너무 무서워요 제가 지금 이 증상이 4일째인데 장염인것같아서 일단은 금식하고있긴한데 혹시 몰라서 내일 코로나 검사하러 가는데 조금 무섭습니다 제가 코로나에 걸리면 가족이 피해를 입어요","안녕하세요 아침 저녁으로 전보다는 그래도 좀 덜 더운 날씨로 바껴서 좀 살만한데요, 제일 관건인 이놈의 코로나 때문에 정말 다들 힘드네요.. ㅠ 코로나인지 아닌지 의심이 들고 조금이라도 몸이 불편하시다면 지체하지 마시고 보건소나 선별검사소에 가셔서 빠르고 정확하게 검사 받아보세요,.  2021.08.15.",
코로나백신 질문 코로나백신 맞고 안아프면 면역력 낮고 아프면 면역력 높다는게 사실인가요?? 정확하게 답변해주세요,"질문 코로나백신 질문 코로나백신 맞고 안아프면 면역력 낮고 아프면 면역력 높다는게 사실인가요?? 정확하게 답변해주세요 <답변> 면역력과 백신, 코로나19 백신 맞아도 코로나19 바이러스에 감염될 수 있습니다. 백신 맞아도 코로나19 바이러스를 코와 목 등 인체기관에 갖고 다니면서 다른,  2021.08.31.",
위드 코로나 단계 위드 코로나는 실외에서 마스크 안써도 되는 건가요? 위드 코로나 단계는 높을 수록 좋은건 가요? 아니면 낮을 수록 좋은 건가요?,위드 코로나 단계 비공개채택률90%마감률92% 위드 코로나는 실외에서 마스크 안써도 되는 건가요? 위드 코로나 단계는 높을 수록 좋은건 가요? 아니면 낮을 수록 좋은 건가요? 1. 실외도 일부 장소는 마스크 써야 합니다 2. 높을수록 좋은겁니다 [출처] <>  2021.10.31.,
